Locality,Unit,Sample,Type,Composition,Zircon,CA Temp,CA Duration (hrs),Notes,age68,2s_68,638 Rel. Unc (permille),76 Age (Ma),76 Age_unc (Ma),76 Rel. Unc (permille),Age_synth (Ma),Unc_synth (permille),U (ppm),Th/U,Pb* (pg),Pbc (pg),Pb*/Pbc,U (ng),U (pg),Lab,YearÊ,Reference,DOI,StudyID,1000,Unnamed: 30,Unnamed: 31,NormalizedAge
Southern Rocky Mtns,NutrasCreekDacite,NCD,Volcanic,Dacite,z9,180,15,,28.43,0.023,0.81,,,,28.43,0.809004573,,0.62,2.97,0.4,7.4,,,UG,2013,Wotzlaw et al. (2013),https://doi.org/10.1130/G34366.1,45.0, ,,,0.5159817351598166
Southern Rocky Mtns,NutrasCreekDacite,NCD,Volcanic,Dacite,z10,180,15,,28.458,0.027,0.95,,,,28.458,0.948766603,,0.55,4.28,0.7,6.2,,,UG,2013,Wotzlaw et al. (2013),https://doi.org/10.1130/G34366.1,45.0, ,,,0.5799086757990832
Southern Rocky Mtns,NutrasCreekDacite,NCD,Volcanic,Dacite,z14,180,15,,28.509,0.027,0.95,,,,28.509,0.947069347,,0.65,5.45,0.41,13.2,,,UG,2013,Wotzlaw et al. (2013),https://doi.org/10.1130/G34366.1,45.0, ,,,0.6963470319634715
Southern Rocky Mtns,NutrasCreekDacite,NCD,Volcanic,Dacite,z11,180,15,,28.511,0.039,1.37,,,,28.511,1.367893094,,0.66,2.54,0.73,3.5,,,UG,2013,Wotzlaw et al. (2013),https://doi.org/10.1130/G34366.1,45.0, ,,,0.7009132420091311
Southern Rocky Mtns,NutrasCreekDacite,NCD,Volcanic,Dacite,z3,180,15,,28.518,0.023,0.81,,,,28.518,0.80650817,,0.68,4.71,0.49,9.5,,,UG,2013,Wotzlaw et al. (2013),https://doi.org/10.1130/G34366.1,45.0, ,,,0.7168949771689518
Southern Rocky Mtns,NutrasCreekDacite,NCD,Volcanic,Dacite,z2,180,15,,28.577,0.025,0.87,,,,28.577,0.874829408,,0.59,2.96,0.49,6.1,,,UG,2013,Wotzlaw et al. (2013),https://doi.org/10.1130/G34366.1,45.0, ,,,0.8515981735159865
Southern Rocky Mtns,NutrasCreekDacite,NCD,Volcanic,Dacite,z5,180,15,,28.642,0.025,0.87,,,,28.642,0.872844075,,0.67,4.66,0.54,8.6,,,UG,2013,Wotzlaw et al. (2013),https://doi.org/10.1130/G34366.1,45.0, ,,,1.0
Radomiro Tomic,Oeste 01,RT2201,Porphyry,Granodiorite,RT2201_z02,190,12,,33.877,0.038,1.12,,,,33.877,1.121704992,,0.53,5.37,0.24,22.73,0.97,973.91,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.0
Radomiro Tomic,Oeste 01,RT2201,Porphyry,Granodiorite,RT2201_z14,190,12,,33.956,0.067,1.97,,,,33.956,1.973141713,,0.52,15.94,1.52,10.48,2.9,2895.38,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.06966490299823687
Radomiro Tomic,Oeste 01,RT2201,Porphyry,Granodiorite,RT2201_z15,190,12,,33.985,0.025,0.74,,,,33.985,0.735618655,,0.53,14.9,0.25,58.53,2.7,2702.16,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.09523809523809255
Radomiro Tomic,Oeste 01,RT2201,Porphyry,Granodiorite,RT2201_z11,190,12,,34.04,0.045,1.32,,,,34.04,1.321974148,,0.46,3.17,0.18,17.21,0.58,584.57,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.14373897707230746
Radomiro Tomic,Oeste 01,RT2201,Porphyry,Granodiorite,RT2201_z01,190,12,,34.055,0.024,0.7,,,,34.055,0.704742329,,0.55,18.35,0.21,86.24,3.3,3300.64,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.15696649029982118
Radomiro Tomic,Oeste 01,RT2201,Porphyry,Granodiorite,RT2201_z65,190,12,,34.074,0.026,0.76,,,,34.074,0.763045137,,0.51,27.25,0.38,71.99,4.94,4943.25,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.17372134038800313
Radomiro Tomic,Oeste 01,RT2201,Porphyry,Granodiorite,RT2201_z10,190,12,,34.164,0.023,0.67,,,,34.164,0.673223276,,0.49,19.2,0.18,104.26,3.49,3492.29,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.2530864197530855
Radomiro Tomic,Oeste 01,RT2201,Porphyry,Granodiorite,RT2201_z16,190,12,,34.175,0.025,0.73,,,,34.175,0.731528895,,0.53,47.33,0.29,165.14,8.53,8527.8,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.2627865961199247
Radomiro Tomic,Oeste 01,RT2201,Porphyry,Granodiorite,RT2201_z13,190,12,,34.897,0.024,0.69,,,,34.897,0.687738201,,0.51,20.04,0.19,105.33,3.56,3556.36,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.8994708994708956
Radomiro Tomic,Oeste 01,RT2201,Porphyry,Granodiorite,RT2201_z22,190,12,,35.011,0.027,0.77,,,,35.011,0.771186199,,0.61,24.57,0.16,150.17,4.23,4225.54,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,1.0
Radomiro Tomic,Oeste 07,RT2007,Porphyry,Granodiorite,RT2007_z68,190,12,,34.885,0.057,1.63,,,,34.885,1.633940089,,0.39,1.9,0.14,13.27,0.35,347.91,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.0
Radomiro Tomic,Oeste 07,RT2007,Porphyry,Granodiorite,RT2007_z53,190,12,,35.115,0.036,1.03,,,,35.115,1.025202905,,0.71,2.84,0.1,27.29,0.48,475.33,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.13529411764706092
Radomiro Tomic,Oeste 07,RT2007,Porphyry,Granodiorite,RT2007_z28,190,12,,35.17,0.041,1.17,,,,35.17,1.165766278,,0.63,2.27,0.09,25.1,0.39,387.23,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.16764705882353131
Radomiro Tomic,Oeste 07,RT2007,Porphyry,Granodiorite,RT2007_z81,190,12,,35.402,0.105,2.97,,,,35.402,2.965934128,,0.54,3.11,0.46,6.81,0.54,539.76,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.30411764705882477
Radomiro Tomic,Oeste 07,RT2007,Porphyry,Granodiorite,RT2007_z56,190,12,,35.459,0.034,0.96,,,,35.459,0.958853888,,0.58,4.12,0.13,32.03,0.71,706.19,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.3376470588235319
Radomiro Tomic,Oeste 07,RT2007,Porphyry,Granodiorite,RT2007_z36,190,12,,35.608,0.062,1.74,,,,35.608,1.741181757,,0.61,2.69,0.21,12.58,0.46,455.5,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.4252941176470575
Radomiro Tomic,Oeste 07,RT2007,Porphyry,Granodiorite,RT2007_z78,190,12,,35.648,0.263,7.38,,,,35.648,7.377692998,,0.74,1.59,0.56,2.82,0.26,258.74,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.448823529411767
Radomiro Tomic,Oeste 07,RT2007,Porphyry,Granodiorite,RT2007_z06,190,12,,35.793,0.032,0.89,,,,35.793,0.894029559,,0.43,3.89,0.12,31.22,0.69,685.84,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.5341176470588234
Radomiro Tomic,Oeste 07,RT2007,Porphyry,Granodiorite,RT2007_z24,190,12,,36.177,0.052,1.44,,,,36.177,1.437377339,,0.57,5.17,0.32,16.09,0.87,870.31,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.7599999999999997
Radomiro Tomic,Oeste 07,RT2007,Porphyry,Granodiorite,RT2007_z04,190,12,,36.585,0.028,0.77,,,,36.585,0.765340987,,0.54,6.88,0.15,46.19,1.15,1153.59,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,1.0
Chuquicamata,Oeste 13,CQ2213,Porphyry,Granodiorite,CQ2213_z40,190,12,,33.623,0.07,2.08,,,,33.623,2.081908218,,0.6,2.53,0.24,10.35,0.45,454.41,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.0
Chuquicamata,Oeste 13,CQ2213,Porphyry,Granodiorite,CQ2213_z04,190,12,,33.673,0.133,3.95,,,,33.673,3.949752027,,0.51,2.12,0.43,4.98,0.39,389.81,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.07320644216691695
Chuquicamata,Oeste 13,CQ2213,Porphyry,Granodiorite,CQ2213_z24,190,12,,33.705,0.123,3.65,,,,33.705,3.649310191,,0.55,1.59,0.29,5.49,0.29,288.07,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.12005856515373464
Chuquicamata,Oeste 13,CQ2213,Porphyry,Granodiorite,CQ2213_z48,190,12,,33.712,0.029,0.86,,,,33.712,0.860227812,,0.47,7.88,0.21,36.78,1.46,1461.86,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.13030746705710947
Chuquicamata,Oeste 13,CQ2213,Porphyry,Granodiorite,CQ2213_z07,190,12,,33.716,0.102,3.03,,,,33.716,3.025269902,,0.61,1.39,0.2,6.89,0.25,248.58,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.13616398243045907
Chuquicamata,Oeste 13,CQ2213,Porphyry,Granodiorite,CQ2213_z21,190,12,,33.716,0.027,0.8,,,,33.716,0.800806739,,0.55,10.79,0.24,44.09,1.96,1958.38,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.13616398243045907
Chuquicamata,Oeste 13,CQ2213,Porphyry,Granodiorite,CQ2213_z22,190,12,,33.822,0.05,1.48,,,,33.822,1.478327716,,0.45,3.07,0.2,15.41,0.57,570.58,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.2913616398243122
Chuquicamata,Oeste 13,CQ2213,Porphyry,Granodiorite,CQ2213_z33,190,12,,33.853,0.038,1.12,,,,33.853,1.122500222,,0.5,5.17,0.24,21.85,0.95,946.39,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.33674963396779506
Chuquicamata,Oeste 13,CQ2213,Porphyry,Granodiorite,CQ2213_z31,190,12,,33.859,0.048,1.42,,,,33.859,1.417643758,,0.57,7.29,0.46,16.0,1.31,1311.11,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.3455344070278247
Chuquicamata,Oeste 13,CQ2213,Porphyry,Granodiorite,CQ2213_z08,190,12,,34.203,0.059,1.72,,,,34.203,1.724994883,,0.57,3.87,0.31,12.46,0.69,689.91,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.8491947291361721
Chuquicamata,Oeste 13,CQ2213,Porphyry,Granodiorite,CQ2213_z35,190,12,,34.237,0.046,1.34,,,,34.237,1.343575664,,0.47,2.72,0.16,17.15,0.5,496.99,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.8989751098096698
Chuquicamata,Oeste 13,CQ2213,Porphyry,Granodiorite,CQ2213_z47,190,12,,34.306,0.027,0.79,,,,34.306,0.787034338,,0.52,9.1,0.18,49.68,1.64,1638.09,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,1.0
Chuquicamata,Oeste1614,CQ2014,Porphyry,Granodiorite,CQ2014_z29,190,12,,34.571,0.045,1.3,,,,34.571,1.301669029,,0.54,2.6,0.14,18.83,0.46,461.25,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.0
Chuquicamata,Oeste1614,CQ2016,Porphyry,Granodiorite,CQ2016_z23,190,12,,34.613,0.087,2.51,,,,34.613,2.513506486,,0.71,7.49,0.88,8.48,1.27,1271.46,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.06412213740458247
Chuquicamata,Oeste1614,CQ2016,Porphyry,Granodiorite,CQ2016_z88,190,12,,34.624,0.02,0.58,,,,34.624,0.577634011,,0.8,6.73,0.12,57.21,1.12,1117.97,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.08091603053435768
Chuquicamata,Oeste1614,CQ2014,Porphyry,Granodiorite,CQ2014_z72,190,12,,34.627,0.06,1.73,,,,34.627,1.732751899,,0.57,3.69,0.28,13.12,0.65,649.84,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.08549618320611357
Chuquicamata,Oeste1614,CQ2016,Porphyry,Granodiorite,CQ2016_z87,190,12,,34.634,0.024,0.69,,,,34.634,0.692960674,,0.49,10.99,0.09,127.76,1.97,1974.57,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.09618320610687371
Chuquicamata,Oeste1614,CQ2014,Porphyry,Granodiorite,CQ2014_z39,190,12,,34.663,0.03,0.87,,,,34.663,0.865476156,,0.49,8.46,0.22,38.99,1.52,1517.87,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.14045801526717341
Chuquicamata,Oeste1614,CQ2014,Porphyry,Granodiorite,CQ2014_z21,190,12,,34.67,0.031,0.89,,,,34.67,0.894144794,,0.53,7.01,0.21,34.07,1.25,1245.68,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.1511450381679444
Chuquicamata,Oeste1614,CQ2016,Porphyry,Granodiorite,CQ2016_z14,190,12,,34.767,0.067,1.93,,,,34.767,1.927114793,,0.98,2.28,0.19,12.22,0.36,360.68,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.29923664122138127
Chuquicamata,Oeste1614,CQ2014,Porphyry,Granodiorite,CQ2014_z05,190,12,,34.878,0.073,2.09,,,,34.878,2.09300992,,0.65,4.14,0.41,10.19,0.71,708.83,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.46870229007633835
Chuquicamata,Oeste1614,CQ2016,Porphyry,Granodiorite,CQ2016_z47,190,12,,34.932,0.032,0.92,,,,34.932,0.916065499,,0.87,4.28,0.15,27.7,0.69,691.45,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.5511450381679444
Chuquicamata,Oeste1614,CQ2016,Porphyry,Granodiorite,CQ2016_z90,190,12,,34.941,0.022,0.63,,,,34.941,0.62963281,,0.58,4.29,0.1,43.07,0.74,744.78,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.564885496183212
Chuquicamata,Oeste1614,CQ2016,Porphyry,Granodiorite,CQ2016_z32,190,12,,34.978,0.111,3.17,,,,34.978,3.173423295,,0.58,2.07,0.3,6.99,0.36,358.77,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.6213740458015311
Chuquicamata,Oeste1614,CQ2016,Porphyry,Granodiorite,CQ2016_z89,190,12,,35.045,0.059,1.68,,,,35.045,1.683549722,,0.52,2.09,0.16,12.74,0.37,367.46,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.723664122137409
Chuquicamata,Oeste1614,CQ2014,Porphyry,Granodiorite,CQ2014_z07,190,12,,35.102,0.026,0.74,,,,35.102,0.740698536,,0.73,8.95,0.07,131.59,1.49,1490.78,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,0.8106870229007601
Chuquicamata,Oeste1614,CQ2016,Porphyry,Granodiorite,CQ2016_z13,190,12,,35.226,0.128,3.63,,,,35.226,3.633679668,,0.47,2.24,0.42,5.39,0.4,396.99,ETHZ,2024,Virmond et al. (unpublished),,75.0, ,,,1.0
Toba,OldestTobaTuff,TOB19-15,Volcanic,Rhyolite,z31,180,12,,0.808,0.007,8.66,,,,0.808,8.663366337,,0.77,0.29,1.18,0.25,2.3,2296.28,PU,2024,Szymanowski et al. (2024),https://doi.org/10.1016/j.epsl.2023.118408,76.0, ,,,0.0
Toba,OldestTobaTuff,TOB19-15,Volcanic,Rhyolite,z13,180,12,,0.862,0.006,6.96,,,,0.862,6.960556845,,0.86,0.47,1.3,0.36,3.34,3339.54,PU,2024,Szymanowski et al. (2024),https://doi.org/10.1016/j.epsl.2023.118408,76.0, ,,,0.12796208530805675
Toba,OldestTobaTuff,TOB19-15,Volcanic,Rhyolite,z11,180,12,,0.862,0.005,5.8,,,,0.862,5.800464037,,0.67,1.68,0.73,2.3,12.66,12662.76,PU,2024,Szymanowski et al. (2024),https://doi.org/10.1016/j.epsl.2023.118408,76.0, ,,,0.12796208530805675
Toba,OldestTobaTuff,TOB19-15,Volcanic,Rhyolite,z24,180,12,,0.87,0.005,5.75,,,,0.87,5.747126437,,0.7,0.53,0.08,6.79,3.94,3935.28,PU,2024,Szymanowski et al. (2024),https://doi.org/10.1016/j.epsl.2023.118408,76.0, ,,,0.14691943127962073
Toba,OldestTobaTuff,TOB19-15,Volcanic,Rhyolite,z21,180,12,,0.871,0.005,5.74,,,,0.871,5.740528129,,0.72,0.57,0.27,2.09,4.16,4161.33,PU,2024,Szymanowski et al. (2024),https://doi.org/10.1016/j.epsl.2023.118408,76.0, ,,,0.14928909952606625
Toba,OldestTobaTuff,TOB19-15,Volcanic,Rhyolite,z14,180,12,,0.876,0.005,5.71,,,,0.876,5.707762557,,0.99,0.44,0.25,1.74,2.97,2974.55,PU,2024,Szymanowski et al. (2024),https://doi.org/10.1016/j.epsl.2023.118408,76.0, ,,,0.16113744075829375
Toba,OldestTobaTuff,TOB19-15,Volcanic,Rhyolite,z1,180,12,,0.881,0.005,5.68,,,,0.881,5.675368899,,1.24,1.46,1.11,1.31,9.34,9339.46,PU,2024,Szymanowski et al. (2024),https://doi.org/10.1016/j.epsl.2023.118408,76.0, ,,,0.17298578199052125
Toba,OldestTobaTuff,TOB19-15,Volcanic,Rhyolite,z28,180,12,,0.885,0.006,6.78,,,,0.885,6.779661017,,0.86,0.31,0.1,3.06,2.13,2133.9,PU,2024,Szymanowski et al. (2024),https://doi.org/10.1016/j.epsl.2023.118408,76.0, ,,,0.18246445497630326
Toba,OldestTobaTuff,TOB19-15,Volcanic,Rhyolite,z3,180,12,,0.914,0.005,5.47,,,,0.914,5.470459519,,0.8,0.8,0.31,2.58,5.45,5450.67,PU,2024,Szymanowski et al. (2024),https://doi.org/10.1016/j.epsl.2023.118408,76.0, ,,,0.25118483412322273
Toba,OldestTobaTuff,TOB19-15,Volcanic,Rhyolite,z32,180,12,,0.919,0.005,5.44,,,,0.919,5.440696409,,0.94,0.4,0.1,4.09,2.6,2600.15,PU,2024,Szymanowski et al. (2024),https://doi.org/10.1016/j.epsl.2023.118408,76.0, ,,,0.26303317535545023
Toba,OldestTobaTuff,TOB19-15,Volcanic,Rhyolite,z23,180,12,,0.92,0.005,5.43,,,,0.92,5.434782609,,0.83,0.99,0.12,8.32,6.66,6656.82,PU,2024,Szymanowski et al. (2024),https://doi.org/10.1016/j.epsl.2023.118408,76.0, ,,,0.26540284360189575
Toba,OldestTobaTuff,TOB19-15,Volcanic,Rhyolite,z19,180,12,,0.937,0.007,7.47,,,,0.937,7.470651014,,1.03,0.28,0.19,1.52,1.77,1772.42,PU,2024,Szymanowski et al. (2024),https://doi.org/10.1016/j.epsl.2023.118408,76.0, ,,,0.30568720379146924
Toba,OldestTobaTuff,TOB19-15,Volcanic,Rhyolite,z8,180,12,,0.947,0.005,5.28,,,,0.947,5.279831045,,0.75,1.13,1.39,0.81,7.51,7513.53,PU,2024,Szymanowski et al. (2024),https://doi.org/10.1016/j.epsl.2023.118408,76.0, ,,,0.329383886255924
Toba,OldestTobaTuff,TOB19-15,Volcanic,Rhyolite,z12,180,12,,0.968,0.005,5.17,,,,0.968,5.165289256,,0.89,0.77,0.28,2.79,4.83,4827.3,PU,2024,Szymanowski et al. (2024),https://doi.org/10.1016/j.epsl.2023.118408,76.0, ,,,0.3791469194312795
Toba,OldestTobaTuff,TOB19-15,Volcanic,Rhyolite,z16,180,12,,0.969,0.005,5.16,,,,0.969,5.15995872,,0.59,0.49,0.09,5.24,3.33,3329.89,PU,2024,Szymanowski et al. (2024),https://doi.org/10.1016/j.epsl.2023.118408,76.0, ,,,0.381516587677725
Toba,OldestTobaTuff,TOB19-15,Volcanic,Rhyolite,z27,180,12,,0.972,0.007,7.2,,,,0.972,7.201646091,,0.84,0.36,0.1,3.65,2.26,2261.58,PU,2024,Szymanowski et al. (2024),https://doi.org/10.1016/j.epsl.2023.118408,76.0, ,,,0.3886255924170615
Toba,OldestTobaTuff,TOB19-15,Volcanic,Rhyolite,z30,180,12,,0.979,0.005,5.11,,,,0.979,5.107252298,,0.83,0.53,0.21,2.5,3.35,3350.75,PU,2024,Szymanowski et al. (2024),https://doi.org/10.1016/j.epsl.2023.118408,76.0, ,,,0.40521327014218
Toba,OldestTobaTuff,TOB19-15,Volcanic,Rhyolite,z26,180,12,,1.002,0.007,6.99,,,,1.002,6.986027944,,1.06,0.3,0.18,1.6,1.72,1718.86,PU,2024,Szymanowski et al. (2024),https://doi.org/10.1016/j.epsl.2023.118408,76.0, ,,,0.4597156398104265
Toba,OldestTobaTuff,TOB19-15,Volcanic,Rhyolite,z33,180,12,,1.002,0.006,5.99,,,,1.002,5.988023952,,1.37,0.37,0.21,1.72,1.98,1979.8,PU,2024,Szymanowski et al. (2024),https://doi.org/10.1016/j.epsl.2023.118408,76.0, ,,,0.4597156398104265
Toba,OldestTobaTuff,TOB19-15,Volcanic,Rhyolite,z10,180,12,,1.023,0.005,4.89,,,,1.023,4.887585533,,0.54,0.96,0.09,10.25,6.19,6187.17,PU,2024,Szymanowski et al. (2024),https://doi.org/10.1016/j.epsl.2023.118408,76.0, ,,,0.5094786729857818
Toba,OldestTobaTuff,TOB19-15,Volcanic,Rhyolite,z2,180,12,,1.036,0.006,5.79,,,,1.036,5.791505792,,0.72,0.82,1.99,0.41,4.96,4959.33,PU,2024,Szymanowski et al. (2024),https://doi.org/10.1016/j.epsl.2023.118408,76.0, ,,,0.5402843601895735
Toba,OldestTobaTuff,TOB19-15,Volcanic,Rhyolite,z25,180,12,,1.043,0.005,4.79,,,,1.043,4.793863854,,0.58,0.73,0.07,11.22,4.6,4600.09,PU,2024,Szymanowski et al. (2024),https://doi.org/10.1016/j.epsl.2023.118408,76.0, ,,,0.5568720379146918
Toba,OldestTobaTuff,TOB19-15,Volcanic,Rhyolite,z29,180,12,,1.044,0.005,4.79,,,,1.044,4.789272031,,1.22,1.21,0.52,2.34,6.49,6493.69,PU,2024,Szymanowski et al. (2024),https://doi.org/10.1016/j.epsl.2023.118408,76.0, ,,,0.5592417061611376
Toba,OldestTobaTuff,TOB19-15,Volcanic,Rhyolite,z4,180,12,,1.05,0.005,4.76,,,,1.05,4.761904762,,0.68,1.26,0.44,2.89,7.61,7612.77,PU,2024,Szymanowski et al. (2024),https://doi.org/10.1016/j.epsl.2023.118408,76.0, ,,,0.5734597156398105
Toba,OldestTobaTuff,TOB19-15,Volcanic,Rhyolite,z7,180,12,,1.066,0.005,4.69,,,,1.066,4.69043152,,0.64,1.08,0.23,4.66,6.52,6515.86,PU,2024,Szymanowski et al. (2024),https://doi.org/10.1016/j.epsl.2023.118408,76.0, ,,,0.6113744075829385
Toba,OldestTobaTuff,TOB19-15,Volcanic,Rhyolite,z9,180,12,,1.069,0.005,4.68,,,,1.069,4.677268475,,0.9,1.13,0.29,3.94,6.36,6362.29,PU,2024,Szymanowski et al. (2024),https://doi.org/10.1016/j.epsl.2023.118408,76.0, ,,,0.6184834123222748
Toba,OldestTobaTuff,TOB19-15,Volcanic,Rhyolite,z18,180,12,,1.071,0.008,7.47,,,,1.071,7.469654528,,1.66,0.3,0.28,1.1,1.44,1438.48,PU,2024,Szymanowski et al. (2024),https://doi.org/10.1016/j.epsl.2023.118408,76.0, ,,,0.6232227488151657
Toba,OldestTobaTuff,TOB19-15,Volcanic,Rhyolite,z5,180,12,,1.083,0.005,4.62,,,,1.083,4.616805171,,0.6,1.54,0.27,5.8,9.21,9209.48,PU,2024,Szymanowski et al. (2024),https://doi.org/10.1016/j.epsl.2023.118408,76.0, ,,,0.6516587677725117
Toba,OldestTobaTuff,TOB19-15,Volcanic,Rhyolite,z17,180,12,,1.122,0.006,5.35,,,,1.122,5.347593583,,0.85,0.44,0.11,3.88,2.39,2392.88,PU,2024,Szymanowski et al. (2024),https://doi.org/10.1016/j.epsl.2023.118408,76.0, ,,,0.7440758293838865
Toba,OldestTobaTuff,TOB19-15,Volcanic,Rhyolite,z22,180,12,,1.19,0.006,5.04,,,,1.19,5.042016807,,1.5,0.45,0.13,3.54,1.99,1989.35,PU,2024,Szymanowski et al. (2024),https://doi.org/10.1016/j.epsl.2023.118408,76.0, ,,,0.90521327014218
Toba,OldestTobaTuff,TOB19-15,Volcanic,Rhyolite,z6,180,12,,1.23,0.005,4.07,,,,1.23,4.06504065,,0.88,2.53,0.25,10.31,12.29,12293.52,PU,2024,Szymanowski et al. (2024),https://doi.org/10.1016/j.epsl.2023.118408,76.0, ,,,1.0
Batu Hijau,Oldtonalite,1,Porphyry,Tonalite,1_z13,180,Dec.15,,3.736,0.023,6.16,,,,3.736,6.156316916,,0.41,0.47,0.34,1.37,,,ETHZ,2020,Large et al (2020),https://doi.org/10.5194/gchron-2-209-2020,5.0, ,,,0.0
Batu Hijau,Oldtonalite,1,Porphyry,Tonalite,1_z1,180,Dec.15,,3.737,0.035,9.37,,,,3.737,9.365801445,,0.47,0.47,0.64,0.74,,,ETHZ,2020,Large et al (2020),https://doi.org/10.5194/gchron-2-209-2020,5.0, ,,,0.004065040650406056
Batu Hijau,Oldtonalite,1,Porphyry,Tonalite,1_z2,180,Dec.15,,3.749,0.017,4.53,,,,3.749,4.534542545,,0.6,0.33,0.12,2.84,,,ETHZ,2020,Large et al (2020),https://doi.org/10.5194/gchron-2-209-2020,5.0, ,,,0.052845528455284146
Batu Hijau,Oldtonalite,1,Porphyry,Tonalite,1_16,180,Dec.15,,3.751,0.024,6.4,,,,3.751,6.398293788,,0.73,0.34,0.25,1.37,,,ETHZ,2020,Large et al (2020),https://doi.org/10.5194/gchron-2-209-2020,5.0, ,,,0.06097560975609626
Batu Hijau,Oldtonalite,1,Porphyry,Tonalite,1_z11,180,Dec.15,,3.766,0.015,3.98,,,,3.766,3.983005842,,0.5,0.94,0.35,2.7,,,ETHZ,2020,Large et al (2020),https://doi.org/10.5194/gchron-2-209-2020,5.0, ,,,0.12195121951219433
Batu Hijau,Oldtonalite,1,Porphyry,Tonalite,1_z20,180,Dec.15,,3.768,0.02,5.31,,,,3.768,5.307855626,,0.42,0.22,0.13,1.63,,,ETHZ,2020,Large et al (2020),https://doi.org/10.5194/gchron-2-209-2020,5.0, ,,,0.13008130081300645
Batu Hijau,Oldtonalite,1,Porphyry,Tonalite,1_z6,180,Dec.15,,3.775,0.024,6.36,,,,3.775,6.357615894,,0.53,0.34,0.29,1.18,,,ETHZ,2020,Large et al (2020),https://doi.org/10.5194/gchron-2-209-2020,5.0, ,,,0.15853658536585244
Batu Hijau,Oldtonalite,1,Porphyry,Tonalite,1_z12.2,180,Dec.15,,3.787,0.024,6.34,,,,3.787,6.337470293,,0.47,0.38,0.32,1.17,,,ETHZ,2020,Large et al (2020),https://doi.org/10.5194/gchron-2-209-2020,5.0, ,,,0.20731707317073053
Batu Hijau,Oldtonalite,1,Porphyry,Tonalite,1_z21,180,Dec.15,,3.852,0.029,7.53,,,,3.852,7.528556594,,0.49,1.13,1.2,0.94,,,ETHZ,2020,Large et al (2020),https://doi.org/10.5194/gchron-2-209-2020,5.0, ,,,0.4715447154471531
Batu Hijau,Oldtonalite,1,Porphyry,Tonalite,1_z5,180,Dec.15,,3.861,0.053,13.73,,,,3.861,13.72701373,,0.53,0.24,0.26,0.9,,,ETHZ,2020,Large et al (2020),https://doi.org/10.5194/gchron-2-209-2020,5.0, ,,,0.508130081300813
